Company Name,Location,Job Title
Australian Government,"Canberra, Australia",Analyst Programmer
Centrelink,"Canberra, Australia",Analyst Programmer
Hewlett Packard Enterprise,"Canberra, Australia",Information Analyst
News Corp,"Sydney Area, Australia",Product Manager
NPS MedicineWise,"Sydney Area, Australia",Usability and Technology Lead
IAG,"Sydney Area, Australia",Manager
IAG,"Sydney Area, Australia",Project Manager
IAG,"Sydney Area, Australia",Team Leader
IAG,"Sydney Area, Australia",Lab Member
IAG,"Sydney Area, Australia",Scriptwriter
IAG,"Sydney Area, Australia",Information Designer / Forms Analyst
Optus,"Sydney Area, Australia",Business Process Analyst / Customer Focus Executive
Optus,"Sydney Area, Australia",Documentation Specialist
Optus,"Sydney Area, Australia",Outbound Telemarketer / Account Executive
Outward Bound Australia,"Sydney Area, Australia",Publicity Officer / Instructor
"Department of Environment, Land, Water and Planning","Melbourne, Australia","Project Manager, Crown Land Information Systems Improvement Project "
Metropolitan Fire Brigade (MFB),"Melbourne, Australia",Manager Strategic Analysis and Reporting
Spatial Vision,"Melbourne, Australia",Project Manager \ Senior Consultant
"Department for Environment, Food and Rural Affairs","Melbourne, Australia",Project Manager \ Spatial Consultant
Three.,"Melbourne, Australia",Location Enabled Applications Analyst
World Health Organization,"Melbourne, Australia",Project Manager \ GIS Administrator
Dentons,"Sydney, New South Wales, Australia",Partner
Gadens,"Sydney, New South Wales, Australia",Partner
PwC,"Sydney, New South Wales, Australia",Partner / Director
Allphones,"Sydney, Australia",Sales Representative
TiE,"Sydney, Australia",2011 young tie pitcher winner
Blue Sky Design Group Pty Ltd,"Sydney, Australia",Design Intern
Salmat,"Sydney, Australia",Telstra Bigpond campaign
Brisbane City Council,"Brisbane Area, Australia",Senior Project Manager
Dimension Data,"Brisbane Area, Australia",Senior Project Manager - Network & AV implementation - 1 William Street
Department of Agriculture and Fisheries (Queensland),"Brisbane Area, Australia",Senior Project Manager
Tatts Group,"Brisbane Area, Australia",Infrastructure Project Manager
Department of Agriculture and Fisheries (Queensland),"Brisbane Area, Australia",Senior Project Manager
Brisbane City Council,"Brisbane Area, Australia",Hastus Bus system implementation Project Manager
Brisbane City Council,"Brisbane Area, Australia",Cisco Pod implementation Project Manager
Brisbane City Council,"Brisbane Area, Australia","Service Delivery, Project Delivery Manager"
Brisbane City Council,"Brisbane Area, Australia","SAP Release 1, Cutover PM"
Brisbane City Council,"Brisbane Area, Australia",Senior Project Manager - QUU Technical Separation Program
Rio Tinto Alcan,"Brisbane Area, Australia",NG SOE Infrastructure Readiness Stream Lead
CITEC,"Brisbane Area, Australia","Project Manager, IDES Program at Citec"
CITEC,"Brisbane Area, Australia","Project Manager, IDES Program"
Telstra,"Brisbane Area, Australia",Project Manager
SPARQ Solutions,"Brisbane Area, Australia",Project Manager
Queensland Health,"Brisbane Area, Australia",Team leader/Project manager
ABB Enterprise Software,"Brisbane Area, Australia",Systems Consultant/Team leader
Energy Queensland,"Brisbane Area, Australia",Senior Project Manager
IDEXX,"Perth, Australia",In Field Technical Support Representative
University of Adelaide,"Perth, Australia",Post-Doctoral Research Fellow
Murdoch University,"Perth, Australia",Research Officer
Intertek,"Perth, Australia",Laboratory Technician
Westpac Group,"Sydney Area, Australia","Director - Change and Operating Model, Infrstructure & Operations - Group Tech"
Westpac Group,"Sydney Area, Australia",Head of Change Delivery Practice
Westpac Group,"Sydney Area, Australia",Change Director - Customer & Business Services
Qantas,"Sydney Area, Australia",Change Director- Enterprise Business Change
Qantas,"Sydney Area, Australia",Change Director - Workplace Transformation
Qantas,"Sydney Area, Australia",Fleet Manager QantasLink (GM Flying Management Role)
Amazon Web Services,"Sydney Area, Australia",Operations Manager
Amazon Web Services,"Sydney Area, Australia",Technical Account Manager
Amazon Web Services,"Sydney Area, Australia",Team Lead - Cloud Support
Amazon Web Services,"Sydney Area, Australia",Cloud Support Engineer
David Jones,"Sydney Area, Australia",IT Manager - Servers
David Jones,"Sydney Area, Australia",Technical Lead
David Jones,"Sydney Area, Australia",Systems Administrator
Bravura Solutions,"Sydney Area, Australia",Systems Engineer
David Jones,"Sydney Area, Australia",Analyst Programmer
CSC,"Sydney Area, Australia",Customer Service Analyst
Gray Puksand,"Melbourne, Australia",Senior Associate Architect
InterContinental Hotels Group (IHG®),"Sydney, Australia",Corporate Accountant (Contracting)
JLL's Hotels & Hospitality Group,"Sydney, Australia","Financial Controller, Asia Pacific"
InterContinental Hotels Group (IHG®),"Sydney, Australia",Finance Manager
Adani Australia,"Brisbane Area, Australia",Executive Assistant to Chief Executive Officer and Country Head
Aurecon,"Brisbane Area, Australia","Project Support and Bid Coordinator, EA to Project Delivery Support Services Manager"
Aurecon,"Brisbane Area, Australia",Executive Assistant
Seqwater,"Brisbane Area, Australia",Executive Assistant
Ray White,"Brisbane Area, Australia",Executive Assistant
Highlands Pacific,"Brisbane Area, Australia",Executive Assistant
Joy Global Inc.,"Brisbane Area, Australia",National Events Co-ordinator and PA to General Manager
SRK Consulting,"Brisbane Area, Australia",Marketing Coordinator Australasia
SRK Consulting,"Brisbane Area, Australia",Personal Assistant
Jacobs,"Brisbane Area, Australia",Operations Administrator - Project Management and Intergrated Services
Fulton Hogan,"Berry, New South Wales, Australia",Senior Project Engineer
Fulton Hogan,"Berry, New South Wales, Australia",Senior Project Engineer
Fulton Hogan,"Berry, New South Wales, Australia",Project Engineer
CPB Contractors,"Berry, New South Wales, Australia",Project Engineer
CPB Contractors,"Berry, New South Wales, Australia",Site Engineer
CPB Contractors,"Berry, New South Wales, Australia",Site Engineer
John Sisk & Son Ltd,"Berry, New South Wales, Australia",Under-Graduate Engineer
Pensar Infrastructure,"Brisbane, Queensland, Australia",North Queensland Regional Manager
Pensar Infrastructure,"Brisbane, Queensland, Australia",Project Manager - Infrastructure
Pensar Infrastructure,"Brisbane, Queensland, Australia",Project Engineer
HEH Civil Pty Ltd,"Brisbane, Queensland, Australia",Regional Manager SEQ
Butterfly | Digital agency,"Melbourne, Australia",Head of Digital Production
Butterfly | Digital agency,"Melbourne, Australia",Digital Producer
Enzumo,"Brisbane, Australia",Head of Business Operations
Financial Advice Matters,"Brisbane, Australia",Practice Development Manager
Infocus (Australia),"Brisbane, Australia",Learning and Development Consultant
Infocus (Australia),"Brisbane, Australia",Business Services Team Leader
Infocus (Australia),"Brisbane, Australia",Professional Standards Officer & Advice Coach
Matrix Planning Solutions Limited,"Brisbane, Australia",Senior Para-planner & Authorised Representative
Woodside Energy,"Perth, Australia",People and Capability Manager
Woodside Energy,"Perth, Australia",Property and Facilities Manager - Global Property and Workplace 
Woodside Energy,"Perth, Australia",Resourcing Manager - People and Global Capability
Woodside Energy,"Perth, Australia",Workplace Lead - Woodside Headquarters - Capital Square
Woodside Energy,"Perth, Australia",Recruitment Team Lead - People and Capability
St John of God Health Care,"Perth, Australia",Project Manager
St John of God Health Care,"Perth, Australia",Manager Recruitment
St John of God Health Care,"Perth, Australia",Customer Quality Coordinator
St John of God Health Care,"Perth, Australia",Project Officer / Registered Nurse
Travelvax,"Perth, Australia",Operations Manager (WA / SA) / National Corporate Client Liaison
Fremantle Hospital,"Perth, Australia",Registered Nurse
To Be Announced,"Melbourne, Victoria, Australia",To be Announced
Abbott Risk Consulting (ARC) Ltd,"Melbourne, Victoria, Australia",Senior Consultant / Consultant
QinetiQ Australia,"Melbourne, Victoria, Australia",Complex Weapons and Explosive Ordnance Engineering Consultant
Monash University,"Melbourne, Victoria, Australia",PhD Candidate
Monash University,"Melbourne, Victoria, Australia",Tutor and Demonstrator
JVAT,"Melbourne, Victoria, Australia",Director Australia
Alembic,"Sydney Area, Australia",Technical Director
Canoniq,"Sydney Area, Australia",CEO and Founder
ThoughtWorks,"Sydney Area, Australia",Software Consultant
BT Financial Group,"Sydney Area, Australia",Consultant
Absolutely Training,"Sydney Area, Australia",Senior Developer
Entrust Datacard,"Sydney Area, Australia",Senior Developer
Capco,"Sydney Area, Australia",Software Consultant
CSR Limited,"Sydney, Australia",State Sales Manager
CSR Limited,"Sydney, Australia",Business Development Manager
The University of Queensland,Australia,Senior Lecturer
Monash University,Australia,Senior Lecturer in Tourism
Victoria University,Australia,Postdoctoral Research Fellow
SAP,"Canberra Area, Australia",Principal Technology Consultant
Plaut IT Australia,"Canberra Area, Australia",National Solution Lead - GRC
Deloitte,"Canberra Area, Australia",Director
SAP,"Canberra Area, Australia","Service and Support Partner, Federal Government"
nbn™ Australia,"Sydney Area, Australia","Senior Commercial Manager, ISA Payment and Damage Claims"
nbn™ Australia,"Sydney Area, Australia","Manager Governance & Compliance, Commercial Strategy"
nbn™ Australia,"Sydney Area, Australia","Commercial Manager, Telstra Infrastructure Services Payments"
Vodafone,"Sydney Area, Australia",Head of Internal Audit
Vodafone,"Sydney Area, Australia",Internal Audit Manager
Vodafone,"Sydney Area, Australia","acting General Manager, Head of Audit"
IAG,"Sydney Area, Australia","Snr Consultant, Project Assurance"
Sydney Futures Exchange,"Sydney Area, Australia",Senior Audit & Control Analyst
Deloitte Australia,"Sydney Area, Australia",Enterprise Risk Services
Vodafone,"Sydney Area, Australia",Strategy Manager
Optus,"Sydney Area, Australia",Strategy Analyst
IAG,"Sydney Area, Australia","Principal, CX Strategy"
Yahoo7,"Sydney Area, Australia",Head of Technology Solutions
Yahoo7,"Sydney Area, Australia",Interim Head of Technology
Yahoo7,"Sydney Area, Australia",Head of Technical Integration
Yahoo7,"Sydney Area, Australia",Snr. Engineering Manager
Yahoo7,"Sydney Area, Australia",Acting CTO
Yahoo7,"Sydney Area, Australia",Head of Mobile Platform Development
Yahoo7,"Sydney Area, Australia",Head of MPS
Yahoo7,"Sydney Area, Australia",Engineering Manager
Yahoo7,"Sydney Area, Australia",Software Engineer
24/7 Media Inc.,"Sydney Area, Australia",Software Engineer
24/7 Media Inc.,"Sydney Area, Australia",Application Support Lead
24/7 Media Inc.,"Sydney Area, Australia",Technical Search Marketer
Atlassian,"Sydney Area, Australia",Principal Service Enablement Engineer
Social Ventures Australia,"Melbourne, Australia","Director, Consulting"
Social Value UK,"Melbourne, Australia",Board Member
Social Ventures Australia,"Melbourne, Australia","Manager, Venture Development"
Accenture,"Melbourne, Australia",Strategy Consultant
SLM Corporate,"Melbourne Area, Australia",Analyst
National Australia Bank,"Melbourne Area, Australia",Advisor - Investment Structure and Valuation
University Network for Investing & Trading (UNIT),"Melbourne Area, Australia",Vice President
Platinum Bank,"Melbourne Area, Australia",Research Assistant
"NGO ""East West Business""","Melbourne Area, Australia",Project coordinator
Case Champ,"Melbourne Area, Australia",Project Manager
Palace Entertainment,"Melbourne Area, Australia",Cashier
Case Champ,"Melbourne Area, Australia",Project Manager Associate
Platinum Bank,"Melbourne Area, Australia",Call center in Collection department
UBS,"Melbourne Area, Australia",Investment Banking Analyst
SLM Corporate,"Melbourne Area, Australia",Senior Analyst
Programmed,"Melbourne, Australia",Mobility Manager
Programmed,"Melbourne, Australia",Process Improvement Analyst
Pitcher Partners,"Melbourne, Australia",Operations Analyst
Pitcher Partners,"Melbourne, Australia",Senior Supervisor (Insolvency)
PKF Sydney & Newcastle,"Melbourne, Australia",Senior Accountant (Insolvency)
Australia Post,"Melbourne, Australia",Fulfilio Software Solutions Architect / Technology Lead
Deakin University,"Melbourne, Australia",Lead Software Development Engineer
UniJobs,"Melbourne, Australia",Lead Software Development Engineer
Tower Systems,"Melbourne, Australia",Senior Software Engineer
"AWD - IT, Web & Digital","Melbourne, Australia",Senior PHP Developer
Fulfilio - eCommerce Order Fulfilment,"Melbourne, Australia",Software Solutions Architect / Technology Lead
Fulfilio - eCommerce Order Fulfilment,"Melbourne, Australia",Senior Software Development Engineer
UniJobs,"Melbourne, Australia",Senior Software Development Engineer
Vicinity Centres,"Melbourne, Australia",Marketing Coordinator at Emporium Melbourne
Sportsgirl,"Melbourne, Australia",Sales Assistant
Stella McCartney,"Melbourne, Australia",Public Relations
L'Oreal Melbourne Fashion Festival,"Melbourne, Australia",Production Assistant and Stylist of the National Design Award
Stella McCartney,"Melbourne, Australia",Public Relations
Scanlan Theodore,"Melbourne, Australia",Brand Ambassador
Cue Clothing Co.,"Melbourne, Australia",Brand Ambassador
Beiersdorf,"Sydney, Australia",Brand Manager
